Rental_state;Start;End;Revenue;Distance;duration_minute;revenue_minute;revenue_km;car_id;accum_distance;battery_left;reset_flag;segment;running_duration;running_revenue;profitable_minutes;Incentive20;Incentive15;Incentive10;Incentive5
RED;46:13,7;55:45,4;2,02;4;9,5283;0,212000042;0,505;1;76;62;0;1000098;219,55395;46,8;0;-20;-15;-10;-5
RED;16:13,6;22:46,8;1,21;2;6,55215;0,184672207;0,605;1;78;61;0;1000098;226,1061;48,01;0;-20;-15;-10;-5
RED;24:31,9;31:47,7;1,61;3;7,262733333;0,221679625;0,536666667;1;81;59,5;0;1000098;233,3688333;49,62;0;-20;-15;-10;-5
RED;52:14,3;05:19,2;2,74;3;13,08166667;0,209453434;0,913333333;1;84;58;0;1000098;246,4505;52,36;0;-20;-15;-10;-5
RED;22:17,1;32:27,5;2,02;4;10,17298333;0,198565154;0,505;1;88;56;0;1000098;256,6234833;54,38;0;-20;-15;-10;-5
RED;49:05,9;07:24,9;4,49;4;18,31753333;0,24512034;1,1225;1;92;54;0;1000098;274,9410167;58,87;0;-20;-15;-10;-5
RED;49:28,1;08:58,3;5,21;6;19,50315;0,267136334;0,868333333;1;98;51;0;1000098;294,4441667;64,08;0;-20;-15;-10;-5
RED;18:19,7;30:36,9;2,62;6;12,2862;0,213247383;0,436666667;1;104;48;0;1000098;306,7303667;66,7;0;-20;-15;-10;-5
RED;38:24,3;52:24,9;2,74;3;14,00945;0,195582268;0,913333333;1;107;46,5;0;1000098;320,7398167;69,44;0;-20;-15;-10;-5
RED;44:24,7;47:54,4;0,81;1;3,494183333;0,231813824;0,81;1;108;46;0;1000098;324,234;70,25;0;-20;-15;-10;-5
RED;02:55,8;11:57,5;2,34;3;9,0267;0,259230948;0,78;1;111;44,5;0;1000098;333,2607;72,59;0;-20;-15;-10;-5
RED;34:20,1;44:58,8;2,22;3;10,64553333;0,208538166;0,74;1;114;43;0;1000098;343,9062333;74,81;0;-20;-15;-10;-5
RED;50:20,5;57:34,6;1,41;2;7,2349;0,194888665;0,705;1;116;42;0;1000098;351,1411333;76,22;0;-20;-15;-10;-5
RED;58:58,4;14:15,3;3,03;5;15,28138333;0,198280479;0,606;1;121;39,5;0;1000098;366,4225167;79,25;0;-20;-15;-10;-5
RED;19:28,1;44:24,9;5,04;9;24,9471;0,20202749;0,56;1;130;35;0;1000098;391,3696167;84,29;0;-20;-15;-10;-5
RED;10:52,9;55:14,9;8,27;9;44,36543333;0,186406384;0,918888889;1;139;30,5;0;1000098;435,73505;92,56;0;-20;-15;-10;-5
RED;03:50,6;20:52,6;3,26;6;17,03345;0,191388122;0,543333333;1;145;27,5;0;1000098;452,7685;95,82;0;-20;-15;-10;-5
RED;22:28,6;30:12,3;1,61;3;7,728716667;0,208314015;0,536666667;1;148;26;0;1000098;460,4972167;97,43;0;-20;-15;-10;-5
RED;35:31,2;48:03,0;2,42;7;12,52896667;0,193152402;0,345714286;1;155;22,5;0;1000098;473,0261833;99,85;0;-20;-15;-10;-5
RED;00:10,4;45:03,9;9,08;40;44,89158333;0,202265087;0,227;1;40;80;1;1000099;44,89158333;9,08;0;-20;-15;-10;-5
RED;45:50,2;55:08,0;1,82;2;9,2957;0,195789451;0,91;1;42;79;0;1000099;54,18728333;10,9;0;-20;-15;-10;-5
RED;16:57,7;39:43,7;4,64;6;22,76556667;0,203816583;0,773333333;1;48;76;0;1000099;76,95285;15,54;0;-20;-15;-10;-5
RED;57:19,0;12:50,5;3,03;7;15,52528333;0,19516552;0,432857143;1;55;72,5;0;1000099;92,47813333;18,57;0;-20;-15;-10;-5
RED;23:48,7;35:15,8;2,42;4;11,45165;0,211323259;0,605;1;59;70,5;0;1000099;103,9297833;20,99;0;-20;-15;-10;-5
RED;36:01,5;47:59,8;2,52;2;11,97061667;0,210515471;1,26;1;61;69,5;0;1000099;115,9004;23,51;0;-20;-15;-10;-5
RED;55:14,7;06:41,8;2,22;3;11,45251667;0,193843857;0,74;1;64;68;0;1000099;127,3529167;25,73;0;-20;-15;-10;-5
RED;51:36,4;25:10,4;9,71;14;33,56725;0,289270047;0,693571429;1;78;61;0;1000099;160,9201667;35,44;0;-20;-15;-10;-5
RED;28:46,4;40:29,9;2,42;4;11,72455;0,20640451;0,605;1;82;59;0;1000099;172,6447167;37,86;0;-20;-15;-10;-5
RED;47:56,0;15:00,0;5,45;14;27,06593333;0,201360135;0,389285714;1;96;52;0;1000099;199,71065;43,31;0;-20;-15;-10;-5
RED;16:32,3;25:43,3;2,34;2;9,183416667;0,254807125;1,17;1;98;51;0;1000099;208,8940667;45,65;0;-20;-15;-10;-5
RED;51:11,5;04:50,9;2,62;6;13,65665;0,191847928;0,436666667;1;104;48;0;1000099;222,5507167;48,27;0;-20;-15;-10;-5
RED;35:59,9;48:32,5;2,42;4;12,5433;0,192931685;0,605;1;108;46;0;1000099;235,0940167;50,69;0;-20;-15;-10;-5
RED;57:32,3;09:51,7;2,62;5;12,32426667;0,212588714;0,524;1;113;43,5;0;1000099;247,4182833;53,31;0;-20;-15;-10;-5
RED;34:35,8;40:56,5;1,21;2;6,344966667;0,190702341;0,605;1;115;42,5;0;1000099;253,76325;54,52;0;-20;-15;-10;-5
RED;16:12,5;27:29,7;3,14;5;11,28813333;0,278168224;0,628;1;120;40;0;1000099;265,0513833;57,66;0;-20;-15;-10;-5
RED;28:26,7;43:44,9;3,03;4;15,304;0,197987454;0,7575;1;124;38;0;1000099;280,3553833;60,69;0;-20;-15;-10;-5
RED;47:20,3;10:41,4;6,57;6;23,35178333;0,281348962;1,095;1;130;35;0;1000099;303,7071667;67,26;0;-20;-15;-10;-5
RED;18:14,7;47:08,8;5,77;11;28,90146667;0,199643847;0,524545455;1;141;29,5;0;1000099;332,6086333;73,03;0;-20;-15;-10;-5
RED;13:48,5;26:03,1;3,09;2;12,24321667;0,252384654;1,545;1;143;28,5;0;1000099;344,85185;76,12;0;-20;-15;-10;-5
RED;31:35,8;52:51,2;6;17;21,25675;0,282263281;0,352941176;1;17;91,5;1;1000100;21,25675;6;0;-20;-15;-10;-5
RED;06:20,4;23:07,3;4,43;15;16,78165;0,26397881;0,295333333;1;32;84;0;1000100;38,0384;10,43;0;-20;-15;-10;-5
RED;25:23,4;48:35,3;4,64;18;23,19818333;0,200015662;0,257777778;1;50;75;0;1000100;61,23658333;15,07;0;-20;-15;-10;-5
RED;22:15,4;42:49,2;5,21;7;20,56421667;0,253352709;0,744285714;1;57;71,5;0;1000100;81,8008;20,28;0;-20;-15;-10;-5
RED;49:25,4;03:55,0;2,82;6;14,4936;0,194568637;0,47;1;63;68,5;0;1000100;96,2944;23,1;0;-20;-15;-10;-5
RED;54:14,9;21:34,1;5,45;5;27,31976667;0,199489259;1,09;1;68;66;0;1000100;123,6141667;28,55;0;-20;-15;-10;-5
RED;24:53,7;39:26,0;2,82;4;14,5377;0,193978415;0,705;1;72;64;0;1000100;138,1518667;31,37;0;-20;-15;-10;-5
RED;41:12,7;50:27,3;1,82;2;9,244616667;0,196871332;0,91;1;74;63;0;1000100;147,3964833;33,19;0;-20;-15;-10;-5
RED;56:27,4;07:53,4;2,93;3;11,43296667;0,25627644;0,976666667;1;77;61,5;0;1000100;158,82945;36,12;0;-20;-15;-10;-5
RED;18:59,1;27:30,6;1,82;3;8,524883333;0,213492658;0,606666667;1;80;60;0;1000100;167,3543333;37,94;0;-20;-15;-10;-5
RED;41:54,1;54:56,9;2,62;4;13,04646667;0,200820656;0,655;1;84;58;0;1000100;180,4008;40,56;0;-20;-15;-10;-5
RED;59:08,1;25:54,3;7,03;10;26,7713;0,262594644;0,703;1;94;53;0;1000100;207,1721;47,59;0;-20;-15;-10;-5
RED;32:13,2;10:17,6;9,3;22;38,07363333;0,244263528;0,422727273;1;116;42;0;1000100;245,2457333;56,89;0;-20;-15;-10;-5
RED;10:38,4;22:14,6;2,22;2;11,60336667;0,191323782;1,11;1;118;41;0;1000100;256,8491;59,11;0;-20;-15;-10;-5
RED;27:51,6;12:53,5;8,99;21;45,032;0,199635815;0,428095238;1;139;30,5;0;1000100;301,8811;68,1;0;-20;-15;-10;-5
RED;14:22,0;35:05,3;4,15;5;20,72276667;0,200262835;0,83;1;144;28;0;1000100;322,6038667;72,25;0;-20;-15;-10;-5
RED;55:30,2;39:24,2;17,82;12;103,8996667;0,171511619;1,485;1;156;22;0;1000100;426,5035333;90,07;0;-20;-15;-10;-5
RED;05:36,2;10:45,8;11,64;10;65,16041667;0,178636058;1,164;1;10;95;1;1000101;65,16041667;11,64;0;-20;-15;-10;-5
RED;47:09,9;02:17,7;3,03;5;15,12991667;0,200265478;0,606;1;15;92,5;0;1000101;80,29033333;14,67;0;-20;-15;-10;-5
RED;49:10,6;01:50,4;2,42;4;12,66408333;0,191091604;0,605;1;19;90,5;0;1000101;92,95441667;17,09;0;-20;-15;-10;-5
RED;35:05,3;56:00,6;4,24;10;20,92273333;0,202650387;0,424;1;29;85,5;0;1000101;113,87715;21,33;0;-20;-15;-10;-5
RED;34:12,8;49:52,8;3,02;2;15,66613333;0,19277252;1,51;1;31;84,5;0;1000101;129,5432833;24,35;0;-20;-15;-10;-5
RED;24:32,0;33:34,5;15,92;22;69,04068333;0,230588679;0,723636364;1;53;73,5;0;1000101;198,5839667;40,27;0;-20;-15;-10;-5
RED;47:54,2;56:28,3;1,82;3;8,568583333;0,21240384;0,606666667;1;56;72;0;1000101;207,15255;42,09;0;-20;-15;-10;-5
RED;57:22,0;38:49,7;10,68;8;41,46161667;0,25758764;1,335;1;64;68;0;1000101;248,6141667;52,77;0;-20;-15;-10;-5
RED;40:42,1;55:13,1;3,91;5;14,51638333;0,269350837;0,782;1;69;65,5;0;1000101;263,13055;56,68;0;-20;-15;-10;-5
RED;55:13,5;39:33,7;9,08;12;44,33631667;0,204798249;0,756666667;1;81;59,5;0;1000101;307,4668667;65,76;0;-20;-15;-10;-5
RED;45:30,5;56:30,5;2,22;6;11,00043333;0,201810232;0,37;1;87;56,5;0;1000101;318,4673;67,98;0;-20;-15;-10;-5
RED;58:17,5;22:42,7;5,04;9;24,42041667;0,206384685;0,56;1;96;52;0;1000101;342,8877167;73,02;0;-20;-15;-10;-5
RED;10:37,3;33:33,4;6,57;7;22,9353;0,286457993;0,938571429;1;103;48,5;0;1000101;365,8230167;79,59;0;-20;-15;-10;-5
RED;12:29,6;30:53,3;4,69;8;18,3947;0,254964745;0,58625;1;111;44,5;0;1000101;384,2177167;84,28;0;-20;-15;-10;-5
RED;35:27,5;53:33,6;3,55;6;18,10093333;0,196122484;0,591666667;1;117;41,5;0;1000101;402,31865;87,83;0;-20;-15;-10;-5
RED;57:10,8;28:48,5;8,14;10;31,62908333;0,257358075;0,814;1;127;36,5;0;1000101;433,9477333;95,97;0;-20;-15;-10;-5
RED;49:16,2;05:25,9;3,23;7;16,16165;0,199855832;0,461428571;1;134;33;0;1000101;450,1093833;99,2;0;-20;-15;-10;-5
RED;10:09,6;43:11,5;8,6;17;33,03175;0,260355567;0,505882353;1;151;24,5;0;1000101;483,1411333;107,8;0;-20;-15;-10;-5
RED;20:13,0;25:19,9;1,01;1;5,115;0,197458456;1,01;1;152;24;0;1000101;488,2561333;108,81;0;-20;-15;-10;-5
RED;45:49,1;01:40,7;4,07;2;15,8599;0,256622047;2,035;1;154;23;0;1000101;504,1160333;112,88;0;-20;-15;-10;-5
RED;16:14,4;46:20,7;6,05;11;30,10558333;0,200959401;0,55;1;11;94,5;1;1000102;30,10558333;6,05;0;-20;-15;-10;-5
RED;51:34,7;59:53,0;1,82;3;8,305416667;0,219134099;0,606666667;1;14;93;0;1000102;38,411;7,87;0;-20;-15;-10;-5
RED;23:03,8;59:49,3;7,46;26;36,75901667;0,202943405;0,286923077;1;40;80;0;1000102;75,17001667;15,33;0;-20;-15;-10;-5
RED;38:02,1;46:22,9;1,49;1;8,34735;0,178499763;1,49;1;41;79,5;0;1000102;83,51736667;16,82;0;-20;-15;-10;-5
RED;01:08,5;22:29,2;6,03;7;21,3463;0,282484552;0,861428571;1;48;76;0;1000102;104,8636667;22,85;0;-20;-15;-10;-5
RED;26:23,8;36:49,2;2,56;2;10,42441667;0,24557729;1,28;1;50;75;0;1000102;115,2880833;25,41;0;-20;-15;-10;-5
RED;42:52,6;59:32,4;3,62;4;16,6637;0,217238668;0,905;1;54;73;0;1000102;131,9517833;29,03;0;-20;-15;-10;-5
RED;00:33,4;10:26,5;2,02;1;9,885366667;0,204342446;2,02;1;55;72,5;0;1000102;141,83715;31,05;0;-20;-15;-10;-5
RED;17:35,3;32:09,2;3,03;7;14,56591667;0,208019864;0,432857143;1;62;69;0;1000102;156,4030667;34,08;0;-20;-15;-10;-5
RED;32:28,9;56:55,4;4,88;7;24,44165;0,199659188;0,697142857;1;69;65,5;0;1000102;180,8447167;38,96;0;-20;-15;-10;-5
RED;59:11,7;13:17,4;3,65;5;14,0938;0,258979126;0,73;1;74;63;0;1000102;194,9385167;42,61;0;-20;-15;-10;-5
RED;49:59,4;03:34,9;2,82;8;13,59048333;0,207498139;0,3525;1;82;59;0;1000102;208,529;45,43;0;-20;-15;-10;-5
RED;05:08,0;37:16,3;7,43;10;32,13905;0,231182938;0,743;1;92;54;0;1000102;240,66805;52,86;0;-20;-15;-10;-5
RED;43:06,3;50:34,7;1,61;3;7,4733;0,21543361;0,536666667;1;95;52,5;0;1000102;248,14135;54,47;0;-20;-15;-10;-5
RED;22:33,9;30:45,9;2,29;5;8,199133333;0,279297812;0,458;1;100;50;0;1000102;256,3404833;56,76;0;-20;-15;-10;-5
RED;08:19,8;21:32,8;2,62;3;13,21601667;0,198244302;0,873333333;1;103;48,5;0;1000102;269,5565;59,38;0;-20;-15;-10;-5
RED;22:44,1;42:37,4;5,21;8;19,88726667;0,261976675;0,65125;1;111;44,5;0;1000102;289,4437667;64,59;0;-20;-15;-10;-5
RED;42:58,1;55:32,3;2,62;4;12,5689;0,208451018;0,655;1;115;42,5;0;1000102;302,0126667;67,21;0;-20;-15;-10;-5
RED;06:00,9;19:43,9;3,45;6;13,71673333;0,251517611;0,575;1;121;39,5;0;1000102;315,7294;70,66;0;-20;-15;-10;-5
RED;46:06,4;53:17,4;1,41;2;7,1836;0,196280417;0,705;1;123;38,5;0;1000102;322,913;72,07;0;-20;-15;-10;-5
RED;55:47,4;00:39,2;23,06;31;124,8623667;0,184683349;0,743870968;1;154;23;0;1000102;447,7753667;95,13;0;-20;-15;-10;-5
RED;23:53,9;31:42,6;2,08;2;7,811416667;0,266276924;1,04;1;156;22;0;1000102;455,5867833;97,21;0;-20;-15;-10;-5
RED;52:32,5;05:49,7;2,62;5;13,28605;0,197199318;0,524;1;5;97,5;1;1000103;13,28605;2,62;0;-20;-15;-10;-5
RED;39:49,6;55:55,8;4,32;7;16,10413333;0,268254113;0,617142857;1;12;94;0;1000103;29,39018333;6,94;0;-20;-15;-10;-5
RED;18:45,2;29:43,7;2,22;3;10,97418333;0,202292957;0,74;1;15;92,5;0;1000103;40,36436667;9,16;0;-20;-15;-10;-5
RED;37:19,6;05:12,3;5,65;10;27,8776;0,202671679;0,565;1;25;87,5;0;1000103;68,24196667;14,81;0;-20;-15;-10;-5
RED;37:12,2;00:01,2;4,64;5;22,8166;0,203360711;0,928;1;30;85;0;1000103;91,05856667;19,45;0;-20;-15;-10;-5
RED;09:49,1;39:48,4;5,97;11;29,98861667;0,199075538;0,542727273;1;41;79,5;0;1000103;121,0471833;25,42;0;-20;-15;-10;-5
RED;49:43,4;01:48,6;2,42;2;12,08573333;0,200236091;1,21;1;43;78,5;0;1000103;133,1329167;27,84;0;-20;-15;-10;-5
RED;06:04,7;24:20,9;3,83;10;18,27053333;0,209627159;0,383;1;53;73,5;0;1000103;151,40345;31,67;0;-20;-15;-10;-5
RED;26:46,2;40:59,9;2,82;5;14,22675;0,198218145;0,564;1;58;71;0;1000103;165,6302;34,49;0;-20;-15;-10;-5
RED;06:41,1;15:40,8;1,82;2;8,994333333;0,202349628;0,91;1;60;70;0;1000103;174,6245333;36,31;0;-20;-15;-10;-5
RED;34:27,9;47:29,7;3,39;4;13,03065;0,260155863;0,8475;1;64;68;0;1000103;187,6551833;39,7;0;-20;-15;-10;-5
RED;01:32,8;16:25,0;4,29;5;14,86925;0,288514888;0,858;1;69;65,5;0;1000103;202,5244333;43,99;0;-20;-15;-10;-5
RED;16:40,6;22:04,2;1,01;1;5,393366667;0,187267075;1,01;1;70;65;0;1000103;207,9178;45;0;-20;-15;-10;-5
RED;44:49,2;05:20,2;23,78;10;140,5172333;0,169231912;2,378;1;80;60;0;1000103;348,4350333;68,78;0;-20;-15;-10;-5
RED;09:20,1;23:35,5;2,82;5;14,25765;0,197788556;0,564;1;85;57,5;0;1000103;362,6926833;71,6;0;-20;-15;-10;-5
RED;23:36,4;46:58,1;4,51;7;23,36151667;0,193052534;0,644285714;1;92;54;0;1000103;386,0542;76,11;0;-20;-15;-10;-5
RED;17:43,2;33:29,4;3,03;7;15,77103333;0,19212438;0,432857143;1;99;50,5;0;1000103;401,8252333;79,14;0;-20;-15;-10;-5
RED;35:34,6;45:06,6;2,02;3;9,5337;0,211879963;0,673333333;1;102;49;0;1000103;411,3589333;81,16;0;-20;-15;-10;-5
RED;53:09,4;12:44,2;4,95;8;19,58056667;0,252801672;0,61875;1;110;45;0;1000103;430,9395;86,11;0;-20;-15;-10;-5
RED;13:30,3;55:13,4;10,94;33;41,71848333;0,262233886;0,331515152;1;143;28,5;0;1000103;472,6579833;97,05;0;-20;-15;-10;-5
RED;55:53,9;50:38,8;14,09;15;54,74726667;0,257364447;0,939333333;1;158;21;0;1000103;527,40525;111,14;0;-20;-15;-10;-5
RED;52:51,0;11:33,8;3,83;6;18,71373333;0,204662529;0,638333333;1;6;97;1;1000104;18,71373333;3,83;0;-20;-15;-10;-5
RED;55:43,2;29:18,4;6,77;13;33,58705;0,201565782;0,520769231;1;19;90,5;0;1000104;52,30078333;10,6;0;-20;-15;-10;-5
RED;35:17,6;54:52,0;3,83;12;19,57221667;0,195685551;0,319166667;1;31;84,5;0;1000104;71,873;14,43;0;-20;-15;-10;-5
RED;01:15,2;07:36,9;1,41;1;6,362366667;0,221615646;1,41;1;32;84;0;1000104;78,23536667;15,84;0;-20;-15;-10;-5
RED;15:33,0;30:39,0;3,03;6;15,10115;0,200646971;0,505;1;38;81;0;1000104;93,33651667;18,87;0;-20;-15;-10;-5
RED;12:33,6;39:48,1;5,45;15;27,24255;0,200054694;0,363333333;1;53;73,5;0;1000104;120,5790667;24,32;0;-20;-15;-10;-5
RED;49:50,0;21:23,7;8,08;12;31,5618;0,256005678;0,673333333;1;65;67,5;0;1000104;152,1408667;32,4;0;-20;-15;-10;-5
RED;37:08,1;40:09,6;11,65;13;63,02503333;0,184847185;0,896153846;1;78;61;0;1000104;215,1659;44,05;0;-20;-15;-10;-5
RED;45:19,5;55:40,2;2,22;5;10,34556667;0,214584669;0,444;1;83;58,5;0;1000104;225,5114667;46,27;0;-20;-15;-10;-5
RED;24:17,8;59:22,3;7,06;8;35,0751;0,201282391;0,8825;1;91;54,5;0;1000104;260,5865667;53,33;0;-20;-15;-10;-5
RED;48:03,4;13:27,7;5,04;8;25,4054;0,198383021;0,63;1;99;50,5;0;1000104;285,9919667;58,37;0;-20;-15;-10;-5
RED;22:04,8;36:36,1;3,03;5;14,5224;0,208643199;0,606;1;104;48;0;1000104;300,5143667;61,4;0;-20;-15;-10;-5
RED;38:19,8;52:32,3;3,65;4;14,20826667;0,256892701;0,9125;1;108;46;0;1000104;314,7226333;65,05;0;-20;-15;-10;-5
RED;30:31,2;43:37,6;2,62;4;13,1071;0,199891662;0,655;1;112;44;0;1000104;327,8297333;67,67;0;-20;-15;-10;-5
RED;51:19,2;57:29,5;1,21;2;6,171666667;0,196057251;0,605;1;114;43;0;1000104;334,0014;68,88;0;-20;-15;-10;-5
RED;02:10,8;09:31,2;1,61;3;7,3412;0,219310195;0,536666667;1;117;41,5;0;1000104;341,3426;70,49;0;-20;-15;-10;-5
RED;10:54,5;23:37,5;2,54;2;12,71638333;0,199742327;1,27;1;119;40,5;0;1000104;354,0589833;73,03;0;-20;-15;-10;-5
RED;23:55,6;37:16,7;2,82;4;13,35158333;0,211210905;0,705;1;123;38,5;0;1000104;367,4105667;75,85;0;-20;-15;-10;-5
RED;59:10,7;08:49,8;2,02;5;9,651833333;0,209286664;0,404;1;128;36;0;1000104;377,0624;77,87;0;-20;-15;-10;-5
RED;32:18,7;36:48,7;1,01;2;4,5006;0,224414523;0,505;1;130;35;0;1000104;381,563;78,88;0;-20;-15;-10;-5
RED;36:14,2;43:11,2;11,42;11;66,95041667;0,170573994;1,038181818;1;141;29,5;0;1000104;448,5134167;90,3;0;-20;-15;-10;-5
RED;37:15,3;44:55,6;1,61;3;7,671283333;0,20987362;0,536666667;1;144;28;0;1000104;456,1847;91,91;0;-20;-15;-10;-5
RED;15:26,6;40:02,4;6,01;7;24,59618333;0,244346853;0,858571429;1;151;24,5;0;1000104;480,7808833;97,92;0;-20;-15;-10;-5
RED;29:07,7;34:43,8;1,21;3;5,601166667;0,216026423;0,403333333;1;154;23;0;1000104;486,38205;99,13;0;-20;-15;-10;-5
RED;44:19,8;04:24,8;4,03;10;20,08413333;0,200655907;0,403;1;10;95;1;1000105;20,08413333;4,03;0;-20;-15;-10;-5
RED;46:20,8;52:01,0;1,21;1;5,671;0,213366249;1,21;1;11;94,5;0;1000105;25,75513333;5,24;0;-20;-15;-10;-5
RED;05:02,6;26:06,4;4,24;6;21,06275;0,201303249;0,706666667;1;17;91,5;0;1000105;46,81788333;9,48;0;-20;-15;-10;-5
RED;51:26,6;38:38,1;45,24;37;227,1926167;0,199126189;1,222702703;1;54;73;0;1000105;274,0105;54,72;0;-20;-15;-10;-5
RED;11:29,6;38:54,3;5,45;19;27,4105;0,198828916;0,286842105;1;73;63,5;0;1000105;301,421;60,17;0;-20;-15;-10;-5
RED;14:20,5;34:56,6;4,24;13;20,60286667;0,205796604;0,326153846;1;86;57;0;1000105;322,0238667;64,41;0;-20;-15;-10;-5
RED;26:20,1;42:54,7;3,23;4;16,5768;0,194850635;0,8075;1;90;55;0;1000105;338,6006667;67,64;0;-20;-15;-10;-5
RED;48:26,4;01:23,6;3,39;5;12,95418333;0,261691526;0,678;1;95;52,5;0;1000105;351,55485;71,03;0;-20;-15;-10;-5
RED;03:54,5;16:02,0;2,42;4;12,12513333;0,199585434;0,605;1;99;50,5;0;1000105;363,6799833;73,45;0;-20;-15;-10;-5
RED;40:16,2;46:51,6;1,33;1;6,590633333;0,201801547;1,33;1;100;50;0;1000105;370,2706167;74,78;0;-20;-15;-10;-5
RED;48:37,4;00:31,8;2,42;4;11,90815;0,203222163;0,605;1;104;48;0;1000105;382,1787667;77,2;0;-20;-15;-10;-5
RED;08:07,4;34:19,9;5,08;7;26,20745;0,193838012;0,725714286;1;111;44,5;0;1000105;408,3862167;82,28;0;-20;-15;-10;-5
RED;34:32,7;56:58,4;4,51;6;22,42863333;0,201082248;0,751666667;1;117;41,5;0;1000105;430,81485;86,79;0;-20;-15;-10;-5
RED;01:09,3;14:56,4;2,74;4;13,78403333;0,198780715;0,685;1;121;39,5;0;1000105;444,5988833;89,53;0;-20;-15;-10;-5
RED;28:35,3;36:52,9;1,61;2;8,29285;0,194143147;0,805;1;123;38,5;0;1000105;452,8917333;91,14;0;-20;-15;-10;-5
RED;39:08,1;59:00,0;4,03;9;19,86555;0,202863752;0,447777778;1;132;34;0;1000105;472,7572833;95,17;0;-20;-15;-10;-5
RED;59:30,3;23:10,9;4,84;9;23,676;0,204426423;0,537777778;1;141;29,5;0;1000105;496,4332833;100,01;0;-20;-15;-10;-5
RED;11:54,3;12:27,7;11,96;34;60,558;0,197496615;0,351764706;1;34;83;1;1000106;60,558;11,96;0;-20;-15;-10;-5
RED;38:42,3;20:13,9;11,5;15;41,52695;0,276928597;0,766666667;1;49;75,5;0;1000106;102,08495;23,46;0;-20;-15;-10;-5
RED;31:02,3;00:46,6;7,21;19;29,73873333;0,242444758;0,379473684;1;68;66;0;1000106;131,8236833;30,67;0;-20;-15;-10;-5
RED;41:23,6;55:13,4;3,65;7;13,83038333;0,263911702;0,521428571;1;75;62,5;0;1000106;145,6540667;34,32;0;-20;-15;-10;-5
RED;00:12,3;18:58,6;3,83;21;18,77058333;0,204042673;0,182380952;1;96;52;0;1000106;164,42465;38,15;0;-20;-15;-10;-5
RED;41:50,5;00:11,0;3,62;5;18,34135;0,197368242;0,724;1;101;49,5;0;1000106;182,766;41,77;0;-20;-15;-10;-5
RED;15:42,3;29:34,8;2,82;7;13,87483333;0,203245685;0,402857143;1;108;46;0;1000106;196,6408333;44,59;0;-20;-15;-10;-5
RED;57:33,5;17:54,2;4,03;5;20,34556667;0,19807755;0,806;1;113;43,5;0;1000106;216,9864;48,62;0;-20;-15;-10;-5
RED;23:26,4;31:21,7;1,61;2;7,921416667;0,203246473;0,805;1;115;42,5;0;1000106;224,9078167;50,23;0;-20;-15;-10;-5
RED;00:09,2;10:21,9;2,02;5;10,21226667;0,197801337;0,404;1;120;40;0;1000106;235,1200833;52,25;0;-20;-15;-10;-5
RED;29:24,8;52:34,9;4,64;8;23,16826667;0,200273938;0,58;1;128;36;0;1000106;258,28835;56,89;0;-20;-15;-10;-5
RED;20:53,9;29:28,9;1,82;1;8,583133333;0,212043776;1,82;1;129;35,5;0;1000106;266,8714833;58,71;0;-20;-15;-10;-5
RED;30:19,7;35:14,2;1,01;1;4,90865;0,205759221;1,01;1;130;35;0;1000106;271,7801333;59,72;0;-20;-15;-10;-5
RED;46:06,0;57:28,1;2,42;5;11,36811667;0,21287607;0,484;1;135;32,5;0;1000106;283,14825;62,14;0;-20;-15;-10;-5
RED;01:31,5;05:38,0;0,81;1;4,109;0,197128255;0,81;1;136;32;0;1000106;287,25725;62,95;0;-20;-15;-10;-5
RED;13:04,5;26:17,5;3,71;5;13,21713333;0,280696268;0,742;1;141;29,5;0;1000106;300,4743833;66,66;0;-20;-15;-10;-5
RED;25:37,1;30:03,9;1,43;0;4,447866667;0,321502443;inf;1;141;29,5;0;1000106;304,92225;68,09;0;-20;-15;-10;-5
RED;10:12,5;40:34,6;6,17;8;30,36703333;0,203180862;0,77125;1;149;25,5;0;1000106;335,2892833;74,26;0;-20;-15;-10;-5
RED;45:34,8;00:34,6;3,03;8;14,99563333;0,202058822;0,37875;1;157;21,5;0;1000106;350,2849167;77,29;0;-20;-15;-10;-5
RED;11:33,1;21:14,8;2,02;4;9,695166667;0,20835124;0,505;1;4;98;1;1000107;9,695166667;2,02;0;-20;-15;-10;-5
RED;24:34,5;06:22,5;8,14;10;41,80011667;0,194736299;0,814;1;14;93;0;1000107;51,49528333;10,16;0;-20;-15;-10;-5
RED;12:30,1;21:07,4;1,82;3;8,62145;0,211101381;0,606666667;1;17;91,5;0;1000107;60,11673333;11,98;0;-20;-15;-10;-5
RED;34:28,7;44:14,2;2,02;3;9,7586;0,206996905;0,673333333;1;20;90;0;1000107;69,87533333;14;0;-20;-15;-10;-5
RED;50:58,8;15:54,8;5,04;8;24,9332;0,202140118;0,63;1;28;86;0;1000107;94,80853333;19,04;0;-20;-15;-10;-5
RED;32:19,5;05:20,4;6,66;17;33,0149;0,201727099;0,391764706;1;45;77,5;0;1000107;127,8234333;25,7;0;-20;-15;-10;-5
RED;52:36,4;01:12,0;1,61;3;8,592166667;0,187379978;0,536666667;1;48;76;0;1000107;136,4156;27,31;0;-20;-15;-10;-5
RED;02:17,6;18:12,7;4,17;6;15,91785;0,261970052;0,695;1;54;73;0;1000107;152,33345;31,48;0;-20;-15;-10;-5
