Rental_state,Start,End,Revenue,Distance,duration_minute,revenue_minute,revenue_km,car_id,battery_left,profitable_minutes,Incentive20,Incentive15,Incentive10,Incentive5
RED,2017-05-06 21:40:11.945,2017-05-06 21:57:32.363,3.43,7,17.3403,0.19780511294498943,0.49000000000000005,8,20.5,20.89631666666662,0.8963166666666211,5.896316666666621,10.896316666666621,15.896316666666621
RED,2017-05-18 21:06:25.037,2017-05-18 21:15:55.403,2.02,4,9.5061,0.2124951347029802,0.505,8,30.5,2.2706666666666706,-17.72933333333333,-12.72933333333333,-7.729333333333329,-2.7293333333333294
RED,2017-05-19 09:46:50.111,2017-05-19 10:06:28.210,4.03,6,19.63498333333333,0.2052459088752304,0.6716666666666667,8,27.5,21.905650000000037,1.905650000000037,6.905650000000037,11.905650000000037,16.905650000000037
RED,2017-05-19 10:07:50.708,2017-05-19 10:33:47.506,6.77,11,25.946633333333335,0.2609201707607538,0.6154545454545454,8,22.0,47.85228333333339,27.85228333333339,32.85228333333339,37.85228333333339,42.85228333333339
RED,2017-05-25 23:09:03.637,2017-05-26 00:43:40.016,17.1,6,94.60631666666667,0.1807490303237328,2.85,8,34.0,56.936283333333336,36.936283333333336,41.936283333333336,46.936283333333336,51.936283333333336
RED,2017-05-26 09:10:22.989,2017-05-26 09:26:51.870,3.43,8,16.48135,0.20811401978600055,0.42875,8,30.0,73.41763333333336,53.417633333333356,58.417633333333356,63.417633333333356,68.41763333333336
RED,2017-05-26 09:55:48.681,2017-05-26 10:30:38.944,8.41,13,34.837716666666665,0.2414050289365501,0.6469230769230769,8,23.5,108.25535000000002,88.25535000000002,93.25535000000002,98.25535000000002,103.25535000000002
RED,2017-06-01 01:56:08.533,2017-06-01 02:11:18.546,2.94,3,15.166883333333335,0.19384338465494447,0.98,8,23.0,8.753550000000018,-11.246449999999982,-6.246449999999982,-1.2464499999999816,3.7535500000000184
RED,2017-06-01 02:13:51.866,2017-06-01 02:20:35.400,1.82,3,6.7255666666666665,0.2706091680007137,0.6066666666666667,8,21.5,15.479116666666641,-4.520883333333359,0.4791166666666413,5.479116666666641,10.479116666666641
RED,2017-06-07 00:33:16.476,2017-06-07 00:44:04.506,2.22,4,10.8005,0.20554603953520673,0.555,8,22.5,0.8643666666666832,-19.135633333333317,-14.135633333333317,-9.135633333333317,-4.135633333333317
RED,2017-06-15 10:06:05.432,2017-06-15 12:27:29.432,25.61,27,141.4,0.1811173974540311,0.9485185185185185,8,22.5,98.7338666666667,78.7338666666667,83.7338666666667,88.7338666666667,93.7338666666667
RED,2017-06-22 08:17:22.769,2017-06-22 08:39:59.985,4.64,5,22.620266666666666,0.2051257869049584,0.9279999999999999,8,44.49999999999999,9.271049999999946,-10.728950000000054,-5.728950000000054,-0.7289500000000544,4.271049999999946
RED,2017-06-22 12:21:44.447,2017-06-22 13:00:39.613,7.74,11,38.91943333333334,0.19887237138601707,0.7036363636363636,8,39.0,48.190483333333304,28.190483333333304,33.190483333333304,38.190483333333304,43.190483333333304
